ID;reference;Identify;Guess;Seek;Assess;Rater1
BC2I1;À des dizaines de kilomètres sous nos pieds, la terre contient une couche qu’on appelle le manteau. Il fait tellement chaud sur cette couche que les roches deviennent liquides : c’est ce qu'on appelle le magma. Le magma est responsable de l'explosion des volcans: c'est ce que les scientifiques appellent aussi une éruption d'un volcan. On dit qu’un volcan est endormi s’il n’y a eu aucune éruption dans les 10 000 dernières années. Au delà de 10 000 ans, on peut dire que le volcan est éteint.;Les couches de la terre;Il existe que le manteau;Est qu'il y a une autre couche a part le manteau;Je n'ai pas pu trouver la réponse à ma question.;0
BC2I2;La mémoire, c’est une fonction de notre cerveau qui nous permet de garder les informations pour ensuite les récupérer et les utiliser. Tables de multiplication, poésies, … notre cerveau est capable d’enregistrer et d'organiser énormément d’informations. Il récolte ces informations grâce à nos 5 sens. Les informations sont ensuite envoyées dans différentes zones du cerveau.  Il y a donc une zone pour les sons, une zone pour les images, pour les odeurs ... Et la mémoire, c’est comme un muscle : en s’entraînant, on peut retenir plus de choses et plus facilement !;Les informations sont ensuite envoyées dans différentes zones du cerveau.;Les zones sont peut être les points faibles du cerveau.;C'est quoi les zones ?;Je n'est pas pu trouver la réponse à ma question ;1
BC2I3;Toutankhamon était un pharaon, un roi de l'Egypte antique. Il est très connu aujourd’hui parce que des archéologues ont retrouvé son cercueil intacte avec tous ses trésors, en 1922. Pour les Egyptiens, il y avait une vie après la mort, une vie éternelle. C’est pour cela que le corps devait être conservé dans le meilleur état possible, c’est ce qu’on appelle la momification. C’est aussi pour cela que l’on retrouve aujourd’hui de la nourriture, des armes ou des trésors dans les tombeaux. Ces objets accompagnaient le pharaon dans sa vie après la mort.;Momification;La momification peut être quand on se transforme en momie;Qu'est ce qui est le mot momification ?;Je ne trouve pas ma réponse;1
BC2I4;La très grande majorité de l’or disponible dans le monde est aujourd'hui utilisée en bijouterie et pour sa fonction décorative : vêtements, monuments ou œuvres d’art… Mais l’or a d’autres usages plus inattendus : les dentistes l’utilisent pour fabriquer des couronnes dentaires par exemple. Presque tous les produits électroniques (téléphone, ordinateur...) contiennent de l’or en très petite quantité car il permet de bien connecter les composantes entre elles. Enfin, l'or est également utilisé dans la fabrication des équipements spatiaux.;Où trouve-t-on cette or?;Peut être qu'on peut trouver cette or dans une rivière ;Où trouve-t-on cette or ?;Je n' ai pas pu trouver ma réponse ;1
BC2I5;Des scientifiques ont révélé l’existence de traces d’insectes, de plantes et d’animaux en Australie. Ces traces sont les restes d’animaux et de végétaux morts qui ont laissé leur empreinte dans la roche : c'est ce qu'on appelle des fossiles. Ils vivaient il y a plus de 11 millions d’années, bien avant l’apparition des premiers humains ! Ces empreintes passionnent les scientifiques car ils sont très bien conservés, les spécialistes peuvent observer des détails très intéressants.;Comment s'appelait ces insectes ?;Ces insectes pouvaient s'appelait comme les nôtres ;Comment s'appelait les insectes il y a 11millions d'années ?il y a ;Je n'ai pas pu trouver ma réponse ;1
BC2I6;La religion de la Grèce antique comprend plusieurs dieux. Les aventures de ces dieux forment ce qu'on appelle la mythologie grecque, l'une des mythologies les plus développées de l'histoire antique. D'après les Grecs, les 12 principaux dieux vivent sur l'Olympe et ont une apparence et un comportement comparables à celui des humains. Les dieux les plus connus sont : Athéna, déesse de la guerre, Zeus, roi des dieux et dieu de la foudre. Héra, déesse du mariage. Poséidon, dieu des océans.;Comment s'appelle la religion antique des grecque ?;Je ne sais pas;Comment s'appelle  la religion antique des grecques ?;Je n'ai pas pu trouver ma réponse ;1
BC2I7;La Rome antique désigne l'histoire de la cité de Rome pendant l'Antiquité. Selon la légende, Rome aurait été fondée par Romulus qui aurai donné son nom à la ville. Au départ, ce n'était qu'un groupe de quelques villages, puis l'Empire romain va couvrir une grande partie de l'Europe et entourer toute la mer Méditerranée. La religion romaine comptait de nombreux dieux, inspirés en partie des dieux grecs. ;C'est quoi la Rome?;C'est peut être un peuple ;C'est quoi la Rome antique ?;Je n'ai pas pu trouver ma réponse ;1
BC2I8;La forêt tropicale humide a un climat qui fournit beaucoup d'eau et une température élevée toute l'année. Cela favorise la densité et la croissance permanente des plantes de ces fôrets.  En Asie, on appelle ce genre de fôret 'la jungle'. Elle est parfois appelée forêt dense, bien que cette expression signifie seulement que les arbres sont très proches les uns des autres. Dans les fôrets tropicales, les arbres formant trois étages de hauteur différentes, sont très serrés et perdent leurs feuilles irrégulièrement.;Quelle température ?;Peut être 100 degrés;Quelle nombre de degrés ?;La température dans les forêts tropicales est entre 30 degrés et 40 degrès;1
BC15I1;À des dizaines de kilomètres sous nos pieds, la terre contient une couche qu’on appelle le manteau. Il fait tellement chaud sur cette couche que les roches deviennent liquides : c’est ce qu'on appelle le magma. Le magma est responsable de l'explosion des volcans: c'est ce que les scientifiques appellent aussi une éruption d'un volcan. On dit qu’un volcan est endormi s’il n’y a eu aucune éruption dans les 10 000 dernières années. Au delà de 10 000 ans, on peut dire que le volcan est éteint.;Les éruptions .;Le volcan peut durer maximum 10 jours .;Combien de temps durent _ elles  les  éruptions ?;Je n ai pas la réponse à ma question .;1
BC15I2;La mémoire, c’est une fonction de notre cerveau qui nous permet de garder les informations pour ensuite les récupérer et les utiliser. Tables de multiplication, poésies, … notre cerveau est capable d’enregistrer et d'organiser énormément d’informations. Il récolte ces informations grâce à nos 5 sens. Les informations sont ensuite envoyées dans différentes zones du cerveau.  Il y a donc une zone pour les sons, une zone pour les images, pour les odeurs ... Et la mémoire, c’est comme un muscle : en s’entraînant, on peut retenir plus de choses et plus facilement !;les imformations;1000 imformations;on peut retenir en même temps  combien d imformations;je n ai pas ma raiponse;1
BC15I3;Toutankhamon était un pharaon, un roi de l'Egypte antique. Il est très connu aujourd’hui parce que des archéologues ont retrouvé son cercueil intacte avec tous ses trésors, en 1922. Pour les Egyptiens, il y avait une vie après la mort, une vie éternelle. C’est pour cela que le corps devait être conservé dans le meilleur état possible, c’est ce qu’on appelle la momification. C’est aussi pour cela que l’on retrouve aujourd’hui de la nourriture, des armes ou des trésors dans les tombeaux. Ces objets accompagnaient le pharaon dans sa vie après la mort.;Toutankhamon;ily a des dessins;comment s appelle le temple  ou  est enterer Toutankhamon;je n ai pas la rèponse à ma question;0
BC15I4;La très grande majorité de l’or disponible dans le monde est aujourd'hui utilisée en bijouterie et pour sa fonction décorative : vêtements, monuments ou œuvres d’art… Mais l’or a d’autres usages plus inattendus : les dentistes l’utilisent pour fabriquer des couronnes dentaires par exemple. Presque tous les produits électroniques (téléphone, ordinateur...) contiennent de l’or en très petite quantité car il permet de bien connecter les composantes entre elles. Enfin, l'or est également utilisé dans la fabrication des équipements spatiaux.;l or;Malaisie;ou peut t on trouver de l or;je n ai pas la réponse a ma question;1
BC15I5;Des scientifiques ont révélé l’existence de traces d’insectes, de plantes et d’animaux en Australie. Ces traces sont les restes d’animaux et de végétaux morts qui ont laissé leur empreinte dans la roche : c'est ce qu'on appelle des fossiles. Ils vivaient il y a plus de 11 millions d’années, bien avant l’apparition des premiers humains ! Ces empreintes passionnent les scientifiques car ils sont très bien conservés, les spécialistes peuvent observer des détails très intéressants.;ville;statue;Dans quelle ville il restedes trace;je n ai pas la réponse à ma question;0
BC17I1;À des dizaines de kilomètres sous nos pieds, la terre contient une couche qu’on appelle le manteau. Il fait tellement chaud sur cette couche que les roches deviennent liquides : c’est ce qu'on appelle le magma. Le magma est responsable de l'explosion des volcans: c'est ce que les scientifiques appellent aussi une éruption d'un volcan. On dit qu’un volcan est endormi s’il n’y a eu aucune éruption dans les 10 000 dernières années. Au delà de 10 000 ans, on peut dire que le volcan est éteint.;Pourquoi ont dit que les volcan après 10 000 ans ont dit qu il est eteint;Je pense qu'ont dit que les volcan sont éteints  s est parcequ ils sont pas actif depuis plusieurs années ;Pourquoi ont dit que les volcans après 10 000ans ont dit qu ils sont éteints;Je n'est pas ma réponse a la question b;1
BC17I2;La mémoire, c’est une fonction de notre cerveau qui nous permet de garder les informations pour ensuite les récupérer et les utiliser. Tables de multiplication, poésies, … notre cerveau est capable d’enregistrer et d'organiser énormément d’informations. Il récolte ces informations grâce à nos 5 sens. Les informations sont ensuite envoyées dans différentes zones du cerveau.  Il y a donc une zone pour les sons, une zone pour les images, pour les odeurs ... Et la mémoire, c’est comme un muscle : en s’entraînant, on peut retenir plus de choses et plus facilement !;Quels sont les cinq sens de notre cerveau;Je je n'ai pas d'hypothèse;Quels sont les cinq sens de notre cerveau;Je ne sais pas;1
BC17I3;Toutankhamon était un pharaon, un roi de l'Egypte antique. Il est très connu aujourd’hui parce que des archéologues ont retrouvé son cercueil intacte avec tous ses trésors, en 1922. Pour les Egyptiens, il y avait une vie après la mort, une vie éternelle. C’est pour cela que le corps devait être conservé dans le meilleur état possible, c’est ce qu’on appelle la momification. C’est aussi pour cela que l’on retrouve aujourd’hui de la nourriture, des armes ou des trésors dans les tombeaux. Ces objets accompagnaient le pharaon dans sa vie après la mort.;Pourquoi les Égyptiens crois qu'il y a une vie après la mort l;Je n'ai pas d'hypothèse;Pourquoi les Égyptiens croivent qu' qu'il y a une vie après la mort ;Je n'ai pas réponse à ma question;1
